City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Description
349,Olafsvik,64.8945,-23.7142,35.85,90,100,17.87,IS,light rain
350,Grindavik,63.8424,-22.4338,34.27,100,100,9.22,IS,moderate rain
351,Lompoc,34.6391,-120.4579,67.14,69,0,5.75,US,clear sky
352,Zaraza,9.3503,-65.3245,95.0,30,57,3.22,VE,broken clouds
353,Mount Isa,-20.7333,139.5,76.77,83,100,8.05,AU,overcast clouds
354,Quarai,-30.3875,-56.4514,85.8,36,61,17.87,BR,broken clouds
355,Omboue,-1.5746,9.2618,80.6,76,79,7.38,GA,broken clouds
356,Srikakulam,18.3,83.9,68.81,70,18,5.91,IN,few clouds
357,Tautira,-17.7333,-149.15,77.02,77,21,16.06,PF,light rain
358,Predivinsk,57.0669,93.4378,-5.91,100,100,1.3,RU,overcast clouds
359,Amga,60.8953,131.9608,-39.66,100,44,1.43,RU,scattered clouds
360,Dayong,25.0209,118.2898,61.9,89,86,3.49,CN,overcast clouds
361,Beachwood,41.4645,-81.5087,23.59,55,100,5.99,US,overcast clouds
362,Chaozhou,23.6651,116.6379,61.99,91,49,3.62,CN,scattered clouds
363,Gigmoto,13.7796,124.39,77.83,84,95,8.68,PH,overcast clouds
364,Santa Luzia,-19.7697,-43.8514,89.74,45,75,4.61,BR,broken clouds
365,Clyde River,70.4692,-68.5914,-7.37,84,100,40.29,CA,heavy snow
366,Kysyl-Syr,63.8986,122.7617,-20.29,100,56,3.69,RU,broken clouds
367,Kitimat,54.0524,-128.6534,28.78,88,64,2.91,CA,broken clouds
368,Gravelbourg,49.8834,-106.5512,14.27,96,99,3.76,CA,overcast clouds
369,Nha Trang,12.25,109.1833,75.2,86,99,7.83,VN,overcast clouds
370,Skibbereen,51.55,-9.2667,51.6,94,20,3.89,IE,few clouds
371,Adre,13.4667,22.2,69.08,18,19,10.69,TD,few clouds
372,Nieuw Amsterdam,5.8833,-55.0833,86.02,68,40,5.75,SR,scattered clouds
373,Zemio,5.0314,25.1361,81.95,24,82,3.15,CF,broken clouds
374,Dalirig,8.3772,124.9014,67.39,95,53,4.18,PH,broken clouds
375,Bac Lieu,9.285,105.7244,76.42,82,63,8.52,VN,broken clouds
376,Chipata,-13.6333,32.65,67.33,92,98,2.19,ZM,moderate rain
377,Itacoatiara,-3.1431,-58.4442,82.06,84,75,2.68,BR,broken clouds
378,Bodmin,50.4715,-4.7243,51.46,87,20,6.91,GB,few clouds
379,Sibolga,1.7427,98.7792,75.94,90,67,3.69,ID,broken clouds
380,Nilagiri,21.4582,86.7722,63.77,54,0,2.15,IN,clear sky
381,Northview,43.0456,-85.6006,29.43,77,100,1.99,US,snow
382,Marsh Harbour,26.5412,-77.0636,75.88,73,35,10.58,BS,scattered clouds
383,Wenatchee,47.4235,-120.3103,29.48,83,100,5.75,US,overcast clouds
384,Ciudad Bolivar,8.1222,-63.5497,91.67,27,74,9.4,VE,broken clouds
385,Puerto Leguizamo,-0.1934,-74.7819,88.72,53,100,1.59,CO,overcast clouds
386,Novobirilyussy,56.9514,90.6661,0.12,99,100,2.51,RU,overcast clouds
387,La Rioja,42.25,-2.5,47.32,58,2,2.68,ES,clear sky
388,Bodden Town,19.2833,-81.25,83.93,66,0,12.03,KY,clear sky
389,Port Blair,11.6667,92.75,79.25,75,11,10.89,IN,few clouds
390,Plettenberg Bay,-34.0527,23.3716,68.05,88,87,3.42,ZA,light rain
391,Biloxi,30.396,-88.8853,57.33,43,0,0.0,US,clear sky
392,Rosarito,32.3333,-117.0333,63.64,31,0,4.16,MX,clear sky
393,Buraydah,26.326,43.975,55.85,26,9,12.66,SA,clear sky
394,Vila Velha,-20.3297,-40.2925,89.55,68,0,11.01,BR,clear sky
395,Burns Lake,54.2331,-125.7533,20.37,97,100,2.68,CA,overcast clouds
396,Batticaloa,7.7102,81.6924,77.52,70,100,8.23,LK,overcast clouds
397,Vryheid,-27.7695,30.7917,71.47,68,48,5.84,ZA,scattered clouds
398,Guerrero Negro,27.9769,-114.0611,65.08,43,90,2.46,MX,overcast clouds
399,Tenenkou,14.4572,-4.9169,90.19,6,25,8.01,ML,scattered clouds
400,Sitka,57.0531,-135.33,42.69,70,100,13.8,US,overcast clouds
401,Dunedin,-45.8742,170.5036,49.8,79,100,2.95,NZ,overcast clouds
402,Prien,30.1819,-93.2738,53.6,48,0,1.01,US,clear sky
403,Kruisfontein,-34.0033,24.7314,68.88,86,75,10.07,ZA,broken clouds
404,Atar,20.5169,-13.0499,78.67,20,90,8.39,MR,overcast clouds
405,Korem,12.5058,39.5228,53.28,67,18,6.78,ET,few clouds
406,Pascagoula,30.3658,-88.5561,58.05,51,0,3.44,US,clear sky
407,Chodziez,52.995,16.9198,39.42,90,100,20.74,PL,overcast clouds
408,Hibbing,47.4272,-92.9377,10.0,42,0,13.8,US,clear sky
409,Talnakh,69.4865,88.3972,1.29,96,100,16.8,RU,light snow
410,Kerema,-7.9631,145.7785,77.11,87,100,7.09,PG,overcast clouds
411,Campbellsville,37.3434,-85.3419,38.14,43,97,1.99,US,overcast clouds
412,Nanortalik,60.1432,-45.2371,22.48,69,92,28.52,GL,overcast clouds
413,Kodiak,57.79,-152.4072,35.11,87,100,16.11,US,mist
414,Sao Filipe,14.8961,-24.4956,73.72,71,95,12.57,CV,overcast clouds
415,Weyburn,49.6668,-103.8511,5.22,61,46,2.3,CA,scattered clouds
416,Sanming,26.2486,117.6186,58.14,91,95,3.49,CN,overcast clouds
417,Abu Dhabi,24.4667,54.3667,69.96,89,0,1.99,AE,clear sky
418,Rayong,12.8333,101.4333,82.72,77,45,4.12,TH,scattered clouds
419,Vestmannaeyjar,63.4427,-20.2734,38.39,93,40,12.66,IS,scattered clouds
420,Puerto Escondido,15.85,-97.0667,83.98,54,4,6.06,MX,clear sky
421,Saint-Augustin,51.226,-58.6502,-1.07,75,2,5.77,CA,clear sky
422,Wajir,1.7471,40.0573,89.06,25,33,5.53,KE,scattered clouds
423,Damietta,31.4165,31.8133,52.32,73,94,16.04,EG,overcast clouds
424,Otradnyy,53.376,51.3452,3.43,100,97,4.29,RU,overcast clouds
425,Bamiantong,44.9333,130.5333,-7.89,98,29,4.03,CN,scattered clouds
426,Rehoboth,-23.3167,17.0833,85.24,28,70,13.67,NA,broken clouds
427,Saint George,37.1041,-113.5841,46.35,41,0,4.61,US,clear sky
428,San Juan,-31.5375,-68.5364,68.29,80,100,8.7,AR,overcast clouds
429,Fuerte Olimpo,-21.0415,-57.8738,80.71,69,100,5.03,PY,overcast clouds
430,Atambua,-9.1061,124.8925,74.01,89,81,2.8,ID,broken clouds
431,Santa Cruz Cabralia,-16.2781,-39.0247,84.43,74,40,10.36,BR,scattered clouds
432,Tabou,4.423,-7.3528,83.14,67,7,10.13,CI,clear sky
433,Vestmanna,62.1564,-7.1664,32.92,86,75,1.14,FO,broken clouds
434,Gorontalo,0.5412,123.0595,74.79,96,74,3.89,ID,broken clouds
435,Nivala,63.9167,24.9667,28.69,98,100,0.94,FI,overcast clouds
436,Bilibino,68.0546,166.4372,-24.18,96,44,3.74,RU,scattered clouds
437,Kaminskiy,57.1516,41.4732,9.48,97,100,8.41,RU,light snow
438,Beringovskiy,63.05,179.3167,7.05,97,100,3.6,RU,overcast clouds
439,Shache,38.4167,77.2406,29.71,44,0,3.53,CN,clear sky
440,Tynda,55.1667,124.7167,-18.92,99,56,3.29,RU,broken clouds
441,Haines Junction,60.7522,-137.5108,12.15,85,100,2.3,CA,overcast clouds
442,Zhanaozen,43.3,52.8,38.43,75,100,10.69,KZ,overcast clouds
443,Praia Da Vitoria,38.7333,-27.0667,63.75,88,40,11.99,PT,scattered clouds
444,Coihaique,-45.5752,-72.0662,84.81,26,0,5.75,CL,clear sky
445,Progreso,21.2833,-89.6667,84.31,67,25,8.16,MX,scattered clouds
446,Samarai,-10.6167,150.6667,81.16,78,100,8.32,PG,heavy intensity rain
447,Pitimbu,-7.4706,-34.8086,81.19,67,26,9.06,BR,scattered clouds
448,Namatanai,-3.6667,152.4333,79.25,79,97,2.24,PG,overcast clouds
449,Porbandar,21.6422,69.6093,67.08,35,0,11.88,IN,clear sky
450,Durban,-29.8579,31.0292,81.52,87,1,4.0,ZA,clear sky
451,Juchipila,21.4167,-103.1167,71.82,33,96,4.94,MX,overcast clouds
452,Wang Noi,14.2269,100.7155,87.03,56,0,3.87,TH,light rain
453,Seoul,37.5683,126.9778,26.11,38,43,6.49,KR,scattered clouds
454,Winburg,-28.518,27.0093,78.01,38,56,6.67,ZA,broken clouds
455,Moustheni,40.8667,24.1167,39.52,63,1,1.72,GR,clear sky
456,Newtonmore,57.066,-4.1192,41.04,87,47,5.95,GB,scattered clouds
457,Salina Cruz,16.1667,-95.2,84.06,52,0,20.2,MX,clear sky
458,Miri,4.4148,114.0089,75.34,100,40,4.61,MY,scattered clouds
459,Zyryanskoye,56.8306,86.6258,-12.3,100,66,4.56,RU,broken clouds
460,Serebryansk,49.6925,83.2892,-13.45,99,86,3.74,KZ,overcast clouds
461,Westport,41.1415,-73.3579,30.42,53,0,1.01,US,clear sky
462,Fortuna,40.5982,-124.1573,38.32,100,0,10.36,US,clear sky
463,Miranda,3.2499,-76.2281,80.73,88,91,3.87,CO,overcast clouds
464,Berbera,10.4396,45.0143,75.76,61,31,6.13,SO,scattered clouds
465,Nangomba,-10.9,38.5,73.24,95,98,4.61,TZ,light rain
466,Virginia Beach,36.8529,-75.978,41.05,54,20,3.0,US,few clouds
467,Nurota,40.5614,65.6886,41.09,24,59,8.28,UZ,broken clouds
468,Kismayo,-0.3582,42.5454,77.68,77,7,14.65,SO,clear sky
469,Ahuimanu,21.4447,-157.8378,65.91,88,0,0.0,US,clear sky
470,Guaruja,-23.9931,-46.2564,100.26,37,0,5.75,BR,clear sky
471,Thunder Bay,48.4001,-89.3168,7.29,56,20,9.22,CA,few clouds
472,Ruteng,-8.6136,120.4721,63.32,90,100,0.98,ID,moderate rain
473,Kansanshi,-12.0951,26.4273,63.28,94,100,4.94,ZM,overcast clouds
474,Constitucion,-35.3333,-72.4167,68.2,68,36,8.32,CL,scattered clouds
475,Kathu,7.9178,98.3332,86.7,81,36,4.34,TH,scattered clouds
476,Naryshkino,52.9678,35.7268,8.87,99,93,9.24,RU,overcast clouds
477,Mantua,45.1667,10.7833,42.82,89,77,3.0,IT,broken clouds
478,Front Royal,38.9182,-78.1944,32.52,48,0,3.44,US,clear sky
479,Merauke,-8.4667,140.3333,77.97,79,100,3.44,ID,overcast clouds
480,Xichang,27.8964,102.2634,45.55,94,60,1.79,CN,broken clouds
481,Los Llanos De Aridane,28.6585,-17.9182,60.55,75,40,5.01,ES,scattered clouds
482,Namibe,-15.1961,12.1522,77.77,79,36,9.75,AO,scattered clouds
483,Douglas,41.3,-96.167,39.13,60,100,1.99,US,overcast clouds
484,Lazaro Cardenas,17.9583,-102.2,82.76,56,92,1.03,MX,overcast clouds
485,Lincoln,40.8,-96.667,39.61,64,75,3.0,US,broken clouds
486,Ostrovnoy,68.0531,39.5131,20.84,90,99,17.18,RU,overcast clouds
487,Along,28.1667,94.7667,47.86,98,55,2.35,IN,broken clouds
488,Bagdarin,54.4333,113.6,-16.01,96,27,4.18,RU,scattered clouds
489,Balkhash,46.844,74.9804,4.32,86,6,10.31,KZ,clear sky
490,Ippy,6.2679,21.2247,87.53,15,73,4.47,CF,broken clouds
491,Concordia,-31.393,-58.0209,76.78,57,7,11.99,AR,clear sky
492,Penukonda,14.0833,77.5833,70.32,68,90,10.83,IN,overcast clouds
493,Batemans Bay,-35.7167,150.1833,71.1,93,13,5.97,AU,few clouds
494,Pangnirtung,66.1451,-65.7125,-20.87,75,44,4.09,CA,scattered clouds
495,Kalmunai,7.4167,81.8167,76.19,73,100,7.4,LK,overcast clouds
496,Bratsk,56.1325,101.6142,-10.71,100,63,0.16,RU,broken clouds
497,Bud,39.447,-86.1758,29.86,79,100,13.6,US,overcast clouds
498,Port Hawkesbury,45.6169,-61.3485,20.17,84,100,8.99,CA,overcast clouds
499,Sarakhs,36.5449,61.1577,60.94,29,0,6.91,IR,clear sky
500,Klaksvik,62.2266,-6.589,34.72,71,83,11.25,FO,broken clouds
501,Ayan,56.45,138.1667,-8.54,79,67,11.41,RU,broken clouds
502,Thompson,55.7435,-97.8558,-16.44,69,75,6.91,CA,broken clouds
503,Njombe,-9.3333,34.7667,59.81,95,100,1.97,TZ,moderate rain
504,Wexford,52.3342,-6.4575,50.99,86,2,5.03,IE,clear sky
505,Sokoni,-6.4333,39.55,80.94,71,81,13.78,TZ,broken clouds
506,Poso,-1.3959,120.7524,76.35,89,99,3.0,ID,overcast clouds
507,Verkh-Usugli,52.7,115.1667,-14.84,96,20,3.71,RU,few clouds
508,Taltal,-25.4,-70.4833,69.98,67,32,8.46,CL,scattered clouds
509,Fougamou,-1.2154,10.5838,78.76,88,68,1.66,GA,moderate rain
510,Phetchabun,16.25,101.0833,77.88,46,19,4.25,TH,few clouds
511,Methoni,36.8197,21.7049,46.26,64,12,9.28,GR,few clouds
512,Ensley,30.5188,-87.2728,60.06,63,0,1.01,US,clear sky
513,Alto Araguaia,-17.3147,-53.2153,80.58,67,98,4.09,BR,overcast clouds
514,Takhatgarh,25.3333,73.0,56.26,31,0,5.14,IN,clear sky
515,Idar,49.7167,7.3,37.44,95,100,12.66,DE,overcast clouds
516,Haifa,32.8156,34.9892,54.54,62,40,8.05,IL,scattered clouds
517,Nhulunbuy,-12.2333,136.7667,83.01,83,40,12.66,AU,scattered clouds
518,Benoni,-26.1885,28.3208,74.59,77,100,4.38,ZA,overcast clouds
519,Cap-Haitien,19.7578,-72.2042,78.75,69,20,9.22,HT,few clouds
520,Chivay,-15.6383,-71.6011,54.36,64,98,0.85,PE,overcast clouds
521,Mana,5.6592,-53.7767,80.94,67,97,9.33,GF,overcast clouds
522,Bousso,10.4795,16.7117,84.13,16,8,7.45,TD,clear sky
523,Manga,11.6636,-1.0731,91.08,10,2,6.13,BF,clear sky
524,Teya,60.3778,92.6267,-11.34,100,92,2.59,RU,overcast clouds
525,Mayor Pablo Lagerenza,-19.9309,-60.7718,87.98,53,94,5.99,PY,overcast clouds
526,Mackay,-21.15,149.2,75.69,78,87,13.98,AU,overcast clouds
527,Belmonte,-15.8631,-38.8828,84.7,62,100,6.82,BR,light rain
528,Areia Branca,-4.9561,-37.1369,79.0,62,65,16.33,BR,moderate rain
529,Bhinmal,25.0,72.25,59.11,27,0,7.0,IN,clear sky
530,Kawalu,-7.3817,108.2082,73.72,96,100,0.76,ID,overcast clouds
531,Acari,-15.4311,-74.6158,81.34,54,92,11.99,PE,overcast clouds
532,Havre-Saint-Pierre,50.2334,-63.5986,9.19,60,100,2.3,CA,overcast clouds
533,Ahipara,-35.1667,173.1667,58.62,89,4,7.11,NZ,clear sky
534,Noumea,-22.2763,166.4572,81.0,99,11,6.91,NC,few clouds
535,Valley City,46.9233,-98.0032,7.79,72,0,20.71,US,clear sky
536,Nicosia,35.1667,33.3667,50.63,70,20,6.91,CY,few clouds
537,Saint-Michel-Des-Saints,46.6834,-73.9159,12.94,84,100,14.47,CA,overcast clouds
538,Escanaba,45.7453,-87.0646,25.68,80,100,11.5,US,overcast clouds
539,Jishou,28.3167,109.7167,35.92,94,100,5.12,CN,overcast clouds
540,Bosaso,11.2842,49.1816,75.04,65,97,6.24,SO,overcast clouds
541,Tessaoua,13.7574,7.9874,76.96,15,2,10.49,NE,clear sky
542,Khandyga,62.6667,135.6,-49.9,100,55,1.03,RU,broken clouds
543,Sisimiut,66.9395,-53.6735,5.88,85,100,10.94,GL,light snow
544,San Jeronimo,-11.9472,-75.2829,59.88,57,87,4.18,PE,moderate rain
545,Ust-Nera,64.5667,143.2,-39.32,97,33,1.79,RU,scattered clouds
546,Big Bend,-26.8167,31.9333,82.72,65,93,8.97,SZ,overcast clouds
547,Gladstone,-23.85,151.25,73.33,78,88,4.61,AU,overcast clouds
548,Klerksdorp,-26.8521,26.6667,76.78,45,100,6.35,ZA,overcast clouds
549,Rio Cuarto,-33.1307,-64.3499,71.67,46,40,9.22,AR,scattered clouds
550,Linxia,35.6003,103.2064,18.0,96,100,3.47,CN,light snow
551,Jaque,7.5175,-78.1703,80.46,79,98,1.21,PA,light rain
552,Hobyo,5.3505,48.5268,77.22,70,75,18.66,SO,broken clouds
553,Buyukcavuslu,41.2423,28.0646,37.8,75,0,3.44,TR,clear sky
554,Nguruka,-5.1092,31.0419,66.54,93,97,4.41,TZ,light rain
555,Teguise,29.0605,-13.564,59.22,72,20,5.75,ES,few clouds
556,Quesnel,52.9999,-122.5029,10.9,85,0,0.0,CA,clear sky
557,Dargaville,-35.9333,173.8833,63.1,79,34,8.81,NZ,scattered clouds
558,Rio Gallegos,-51.6226,-69.2181,71.65,33,40,14.97,AR,scattered clouds
559,Kirksville,40.1948,-92.5833,33.75,64,0,5.99,US,clear sky
560,Evensk,61.95,159.2333,18.34,82,100,33.13,RU,overcast clouds
561,Viedma,-40.8135,-62.9967,78.98,28,0,6.67,AR,clear sky
562,Puerto Del Rosario,28.5004,-13.8627,62.35,63,20,6.91,ES,few clouds
563,Itaqui,-29.1253,-56.5531,80.13,57,100,19.53,BR,overcast clouds
564,Lewistown,40.5992,-77.5714,28.42,100,37,7.14,US,scattered clouds
565,Potsdam,52.3989,13.0657,44.46,91,100,7.0,DE,overcast clouds
566,Murgab,37.4966,61.9714,61.25,30,100,22.82,TM,overcast clouds
567,Saint Anthony,45.0205,-93.218,30.13,60,40,16.11,US,scattered clouds
568,Conde,-7.2597,-34.9075,80.06,89,75,5.75,BR,light rain
569,Itarema,-2.9248,-39.9167,84.56,60,98,12.28,BR,heavy intensity rain
570,Kirsanov,52.6549,42.7224,0.43,100,83,3.51,RU,light snow
571,Valparaiso,-33.0393,-71.6273,68.23,65,20,13.8,CL,few clouds
572,Kulhudhuffushi,6.6221,73.07,80.04,56,15,8.19,MV,few clouds
573,Manado,1.487,124.8455,75.97,100,40,0.0,ID,scattered clouds
574,Batagay-Alyta,67.8006,130.4114,-15.52,90,91,3.91,RU,overcast clouds
575,Gogrial,8.5332,28.1004,80.51,17,3,5.61,SS,clear sky
576,Chincha Alta,-13.4099,-76.1323,73.99,70,88,9.19,PE,overcast clouds
577,Palembang,-2.9167,104.7458,77.09,88,20,2.3,ID,few clouds
578,Gasa,31.5,34.4667,48.88,70,69,15.84,PS,broken clouds
579,Bani Walid,31.7566,13.9942,52.3,50,100,0.78,LY,overcast clouds
580,Lagoa,39.05,-27.9833,59.13,78,47,13.67,PT,scattered clouds
581,Alihe,50.5667,123.7167,-7.1,96,27,3.74,CN,scattered clouds
582,Dalvik,65.9702,-18.5286,37.33,86,96,10.18,IS,overcast clouds
583,Vaitape,-16.5167,-151.75,80.58,78,58,16.49,PF,broken clouds
584,Calama,-22.4667,-68.9333,73.89,25,20,23.02,CL,few clouds
585,Oriximina,-1.7656,-55.8661,82.29,78,94,1.07,BR,moderate rain
586,Banjar,-8.19,114.9675,82.26,91,100,4.47,ID,overcast clouds
587,Lata,40.1629,-8.3327,60.93,55,10,6.26,PT,clear sky
588,Tahe,52.3333,124.7333,2.68,82,98,9.51,CN,overcast clouds
589,Saint-Francois,46.4154,3.9054,27.68,93,100,2.3,FR,overcast clouds
590,Derzhavinsk,51.1,66.3167,9.46,92,100,4.76,KZ,overcast clouds
591,Taree,-31.9,152.4667,68.11,96,25,3.56,AU,scattered clouds
592,Armidale,-30.5167,151.65,58.8,94,72,4.99,AU,broken clouds
593,Tevaitoa,-16.7833,-151.5,80.11,78,42,16.02,PF,scattered clouds
594,Zabaykalsk,49.6333,117.3167,-11.88,98,25,7.72,RU,scattered clouds
595,Porto Santo,33.072,-16.3415,61.18,67,40,13.8,PT,scattered clouds
596,Itaituba,-4.2761,-55.9836,87.96,66,75,2.3,BR,broken clouds
597,Moussoro,13.6408,16.4901,74.21,16,32,14.74,TD,scattered clouds
598,Whitehorse,60.7161,-135.0538,21.97,79,75,11.5,CA,broken clouds
599,Pak Phanang,8.3511,100.202,81.07,71,78,5.37,TH,broken clouds
600,Baruun-Urt,46.6806,113.2792,-6.77,94,28,4.97,MN,scattered clouds
601,Den Helder,52.9599,4.7593,46.38,85,20,17.0,NL,few clouds
602,Bolshaya Sosnova,57.6713,54.6029,0.32,99,99,7.25,RU,overcast clouds
603,Owase,34.0667,136.2,40.01,73,3,5.84,JP,clear sky
604,Alta Floresta,-9.8756,-56.0861,85.82,70,75,3.44,BR,light rain
605,Kilindoni,-7.9139,39.6668,81.1,75,5,13.96,TZ,clear sky
606,Brigham City,41.5102,-112.0155,31.8,63,0,1.01,US,clear sky
607,Urengoy,65.9667,78.3667,4.84,92,100,14.76,RU,overcast clouds
608,Springbok,-29.6643,17.8865,76.24,28,2,17.49,ZA,clear sky
609,Bauchi,10.5,10.0,80.58,19,78,7.65,NG,broken clouds
610,Sinnamary,5.3833,-52.95,79.27,79,87,10.78,GF,overcast clouds
611,Hofn,64.2539,-15.2082,33.48,54,100,5.79,IS,overcast clouds
612,Kjopsvik,68.097,16.3742,30.16,96,77,5.75,NO,light snow
613,Harper,4.375,-7.7169,82.92,68,24,10.42,LR,few clouds
614,Kamyshla,54.1169,52.1426,6.42,98,99,4.12,RU,overcast clouds
615,Boyolangu,-8.1181,111.8935,76.64,89,100,2.04,ID,overcast clouds
616,Dafeng,23.4517,108.5881,56.35,89,93,5.26,CN,overcast clouds
617,Tigil,57.8,158.6667,0.66,99,100,3.51,RU,overcast clouds
618,Kurilsk,45.2333,147.8833,23.97,60,100,10.85,RU,overcast clouds
619,Artyom,40.4723,50.333,39.34,88,100,29.86,AZ,overcast clouds
620,Ulaangom,49.9811,92.0667,-16.98,97,99,2.37,MN,overcast clouds
621,Fonte Boa,-2.4959,-66.2662,88.25,61,100,1.95,BR,overcast clouds
622,Vanavara,60.34,102.2797,-10.93,99,100,1.92,RU,overcast clouds
623,Ostrovskoye,57.8057,42.2433,7.81,97,100,6.15,RU,snow
624,Bay Roberts,47.5999,-53.2648,25.14,76,100,3.0,CA,overcast clouds
625,Kotovo,50.3211,44.8012,20.91,96,100,5.95,RU,light snow
626,Pau Dos Ferros,-6.1125,-38.2063,90.93,38,93,7.56,BR,moderate rain
627,Billings,45.7833,-108.5007,36.28,51,20,16.11,US,few clouds
628,Mucurici,-18.0933,-40.5158,87.13,51,32,5.75,BR,scattered clouds
629,Hit,33.6416,42.8251,50.45,44,45,7.87,IQ,scattered clouds
630,Heves,47.6,20.2833,35.47,82,100,12.1,HU,overcast clouds
631,Santana Do Livramento,-30.8908,-55.5328,82.45,38,63,15.95,BR,broken clouds
632,Khilok,51.3674,110.4676,-11.43,99,82,2.73,RU,broken clouds
633,Albufeira,37.0882,-8.2503,62.44,64,26,11.59,PT,scattered clouds
634,Kashan,33.9831,51.4364,40.59,81,0,0.0,IR,clear sky
635,Bathsheba,13.2167,-59.5167,79.41,73,75,12.66,BB,broken clouds
636,Sioux Lookout,50.1001,-91.917,-3.62,71,40,13.8,CA,scattered clouds
637,Bagotville,-28.9833,153.4167,70.65,98,44,6.89,AU,light rain
638,Udachnyy,66.4167,112.4,-16.35,90,31,4.76,RU,scattered clouds
639,Farmersville,36.2977,-119.2068,63.1,76,0,1.99,US,clear sky
640,Ivanteyevka,55.9711,37.9208,19.94,95,100,9.13,RU,overcast clouds
641,Tukrah,32.5341,20.5791,54.91,71,70,12.95,LY,broken clouds
642,Trojes,41.756,19.962,37.89,80,52,4.18,AL,broken clouds
643,Ambovombe,-25.1667,46.0833,72.9,76,0,21.81,MG,clear sky
644,Tessalit,20.1986,1.0114,74.95,12,59,11.25,ML,broken clouds
645,Puerto Penasco,31.3167,-113.5333,57.9,35,8,9.19,MX,clear sky
646,Singaraja,-8.112,115.0882,81.97,83,100,4.12,ID,overcast clouds
647,Pitea,65.3172,21.4794,26.1,96,100,4.54,SE,light snow
648,Sharjah,25.3573,55.4033,76.24,64,0,3.44,AE,clear sky
649,Harku,59.1325,24.3711,33.67,96,100,8.05,EE,light rain
650,Gleisdorf,47.1061,15.7127,32.95,80,100,3.11,AT,overcast clouds
651,Hokitika,-42.7167,170.9667,56.03,69,73,7.23,NZ,broken clouds
652,Nizhniy Baskunchak,48.2198,46.8311,25.66,97,100,8.61,RU,light snow
653,Novikovo,51.1537,37.8879,5.5,99,98,4.0,RU,overcast clouds
654,Esna,25.2934,32.554,51.57,31,0,12.06,EG,clear sky
655,Nuuk,64.1835,-51.7216,9.21,85,75,9.22,GL,broken clouds
656,Worthington,40.0931,-83.018,29.44,61,100,1.99,US,overcast clouds
657,Craig,40.5153,-107.5464,23.85,85,20,3.44,US,few clouds
658,Blagoevgrad,42.0167,23.1,26.64,90,61,1.99,BG,broken clouds
659,Nakamura,32.9833,132.9333,39.45,87,2,5.41,JP,clear sky
660,Goedereede,51.8175,3.9806,48.18,78,63,5.01,NL,broken clouds
661,Grandview,38.8858,-94.533,38.39,67,0,4.0,US,clear sky
662,Asau,46.4333,26.4,34.72,91,95,7.02,RO,overcast clouds
663,Pacifica,37.6138,-122.4869,57.27,78,20,8.99,US,mist
664,Phan Thiet,10.9333,108.1,72.57,78,98,4.16,VN,overcast clouds
665,Taga,46.95,24.05,30.52,98,100,1.14,RO,overcast clouds
666,Alamogordo,32.8995,-105.9603,56.57,39,0,0.0,US,clear sky
667,Corralillo,22.9819,-80.5856,83.59,54,2,1.72,CU,clear sky
668,Tsumeb,-19.2333,17.7167,83.75,34,77,4.79,NA,broken clouds
669,Kitami,43.8031,143.8908,3.18,99,72,4.41,JP,broken clouds
670,Verkhoyansk,67.5447,133.385,-11.11,99,100,2.42,RU,overcast clouds
671,Saint-Leu,-21.15,55.2833,74.26,73,21,7.16,RE,few clouds
672,Road Town,18.4167,-64.6167,82.49,61,20,12.66,VG,few clouds
673,Ano Komi,40.2333,21.8333,35.06,55,0,3.44,GR,clear sky
674,Sturgeon Bay,44.8342,-87.377,28.36,80,100,11.5,US,overcast clouds
675,Santarem,-2.4431,-54.7083,78.93,89,75,4.61,BR,broken clouds
676,Verkhnyaya Toyma,62.2349,44.9985,10.62,97,100,5.26,RU,overcast clouds
677,Kota Kinabalu,5.9749,116.0724,76.98,94,40,2.3,MY,moderate rain
678,Srednekolymsk,67.45,153.6833,-42.93,100,70,1.34,RU,broken clouds
679,Russkiy Aktash,55.0384,52.1214,6.15,97,82,6.06,RU,broken clouds
680,Antofagasta,-23.65,-70.4,72.21,62,96,9.82,CL,overcast clouds
681,Jumla,29.2747,82.1838,28.49,90,80,1.81,NP,broken clouds
682,Isla Vista,34.4133,-119.861,66.34,46,0,0.0,US,clear sky
683,Tezpur,26.6333,92.8,59.9,72,70,3.13,IN,broken clouds
684,Buzmeyin,38.0507,58.2056,54.34,70,100,9.08,TM,overcast clouds
685,Kita,13.0349,-9.4895,93.96,7,27,1.36,ML,scattered clouds
686,Murray Bridge,-35.1167,139.2667,74.43,87,18,9.28,AU,few clouds
687,Zhigansk,66.7697,123.3711,-26.77,100,78,5.82,RU,broken clouds
688,Cabo Rojo,18.0866,-67.1457,85.28,64,1,4.0,PR,clear sky
689,Sao Joao Da Barra,-21.6403,-41.0511,89.69,74,2,14.05,BR,clear sky
690,Miles City,46.4083,-105.8406,31.17,80,100,11.5,US,overcast clouds
691,Zima,53.9202,102.0442,-13.32,100,96,1.19,RU,overcast clouds
692,Wagar,16.1525,36.2032,71.89,50,25,19.35,SD,scattered clouds
693,Tombouctou,20.0,-3.0,79.66,9,93,9.82,ML,overcast clouds
694,Nizwa,22.9333,57.5333,70.74,36,0,2.59,OM,clear sky
695,Port Hardy,50.6996,-127.4199,37.76,100,20,3.44,CA,few clouds
696,Neuquen,-38.9516,-68.0591,82.29,28,0,17.27,AR,clear sky
